,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63
cell_554,-0.75518,-1.030804,-1.7529235,-2.4711003,1.561288,1.9869372,0.9090638,2.008223,-0.2919765,0.8045059,-0.104509294,-2.1147733,0.70981663,-0.6440133,-0.99020636,-1.4935904,0.69246453,2.3794422,-0.13327976,1.2433699,1.7816845,-2.2901866,-0.9183147,1.5416771,1.4344141,1.3100898,-0.98445255,1.7861197,0.8929635,-3.1008196,1.1735076,0.4759487,-1.0471655,-0.2557151,0.8879688,1.3036821,-1.739311,-1.5285712,-0.6296947,2.7582934,2.6427083,1.5392661,1.6022793,-0.07800923,-0.95706165,0.4114148,2.1861615,-0.49378082,-0.56017077,1.0562831,-1.0592954,-1.5074197,-2.317787,1.7690635,1.4352793,-0.5182565,-1.8461285,-1.2788389,1.8189918,-0.7522814,1.1470871,-1.6360362,1.386372,-2.0015492
cell_555,1.2384068,-2.2975109,-1.9370419,1.3758608,-1.6822902,1.9344808,-0.81511223,2.2322624,-1.5844946,1.27756,2.0684195,-0.9272955,-1.8340186,-0.840571,-1.2028332,-0.22665572,-1.4264865,-1.5042417,1.543884,1.3906158,1.4785211,-0.89031047,2.180307,1.6321002,1.0936733,-1.2029722,2.3847187,-0.40743303,0.92731297,-2.589301,-0.68772143,-1.64482,2.2217126,1.6315606,1.5220267,-2.0632205,0.85358346,0.84193903,1.9453231,1.9325324,2.0074801,-0.5200549,2.4863572,-0.58985865,1.8249137,1.0185665,-0.3071239,2.317837,2.9382749,1.3872703,-1.9244959,-1.8537173,0.5846413,-0.61996555,1.1543107,-0.18131584,1.4368657,-2.1435626,2.6201594,0.42236567,1.1050813,0.9666466,1.5673084,-1.5897493
cell_556,-1.1381774,-0.88256264,-1.0036511,1.2350414,1.4575049,-1.0270559,-0.87804663,-0.46816668,2.1765018,0.5267542,1.4078629,-1.37838,1.1143581,-1.9204079,-0.50101316,2.0176024,-1.1213809,1.2459949,1.2415988,-1.7202069,0.34376997,-1.3294858,1.657068,0.06132665,-2.2935894,-1.5034171,-0.7322853,1.8916291,1.1670061,0.46955544,1.5694909,1.8837076,1.2607076,-0.55595094,-0.7547197,0.2669829,1.1911179,0.26776913,-0.60793775,-0.46514738,-0.78736246,1.022181,1.1997638,2.226723,-1.9348208,1.0420609,-1.1918683,1.7647018,0.44723153,0.35496342,0.6015924,-1.6542456,0.008279413,0.55978405,-0.8053188,0.12679845,1.1672268,1.1475345,-0.6634562,-0.96663046,-1.9555786,0.55357593,1.1322752,-0.3524316
cell_557,1.5105541,-0.47291982,-1.3331459,0.31610245,-0.99716663,1.7498007,2.1110728,-1.0196056,-0.056150317,-2.317062,2.711054,-0.95586884,-0.23871765,1.2242997,2.001411,-0.029753603,-2.4762132,2.3262289,1.532913,-1.2165946,-2.2857158,2.0448213,0.71111214,1.2384542,-2.8610644,-0.07732609,0.6780217,2.7564716,-0.44237903,0.15276128,1.0812452,3.524866,0.3583436,0.6990591,-0.6109082,-1.1874595,1.795075,-0.29109928,-2.492389,2.137007,0.8820648,2.4208655,-2.6910696,-0.16383143,0.5366855,-0.93914825,3.803375,-1.7076721,-1.5009162,1.2370235,0.33026928,-2.7311096,-0.69865525,-2.6618805,2.581022,1.2170355,1.9372067,0.72286075,2.877993,-1.2045453,-3.5422933,-1.9346741,1.5376364,-3.272119
cell_558,1.613072,-0.42994145,-0.76848495,1.4419501,1.8613588,-1.549933,-1.3777772,1.6791658,2.2902088,-2.143649,-1.046456,-1.1229767,-1.0796349,-0.759112,-1.3772169,-0.6582099,0.64999616,1.878895,-0.75364983,-0.0629539,1.3391899,0.79519755,-0.56943023,-1.6645064,0.2832763,-1.4455287,0.99133825,1.7844819,1.3414308,-2.1891952,-1.2162147,1.1548951,1.7333142,1.768144,-0.6988216,-0.8309063,1.4771116,-0.57819927,-0.8426656,2.206153,-1.1346126,-1.2571527,0.44100398,1.5441023,-0.9714147,1.444059,2.0386963,-1.4461086,1.8097856,0.9294299,-1.958136,0.94673073,-0.62459534,-0.94511545,1.7361245,-0.2790684,1.3713907,0.32031193,-0.16971722,0.71735144,-2.1889231,-0.8427896,-1.4278328,1.8037903
cell_559,0.78842944,0.97458494,-0.02125816,1.3502934,-0.2651314,-1.6337898,-0.87752914,-0.24734291,0.16080013,-0.59929144,-1.5510684,-0.6097043,-0.8785125,-1.0375929,0.7777164,1.2938277,-1.9909416,-0.38257328,1.4042033,0.66046286,1.3073597,-0.42419475,-0.54107714,0.96832806,-0.71031034,-0.5129759,1.1746829,-0.7740955,-0.04930005,-1.3703021,1.038043,-0.70578396,-0.7462815,-1.6037943,-1.0046248,0.81532425,-0.0907398,-0.12724756,0.7479686,-0.97670835,-0.86567396,-2.2233212,-0.33355504,0.64835596,-1.8444984,0.50965774,1.2573899,-0.10177205,-0.30531424,-0.6632158,0.49609017,-1.4344581,-0.03418848,-0.55241555,-1.1573119,-0.30215818,0.72011137,1.1212679,0.40906304,0.8141039,0.2745692,-1.2911506,0.558563,1.2332417
cell_560,0.950022,-0.19906092,-1.3903975,0.53060263,-0.9649277,-0.9486905,1.5361755,-0.628961,1.2852476,1.0307926,1.8407781,1.2394056,-0.6608984,0.2776076,0.7727181,0.73431003,-1.0737444,1.1614584,0.71626264,-0.59813213,-1.6603183,1.2375172,1.2526065,0.12832339,0.8589027,1.2091665,-0.5645682,-0.18454872,1.290832,-1.8144518,-0.79731137,0.026073262,0.10961014,-0.5814897,0.9199937,1.1346174,0.97949255,1.6828092,1.2534475,1.9545726,-1.1130358,-0.94496965,0.92123604,2.0844846,-1.019158,-1.4674911,1.3584927,-1.1424574,1.5143439,1.4755446,0.28033605,0.47463766,0.93350166,1.1105565,-0.403964,0.18022007,-0.4228537,-1.2345462,-1.1016961,-0.18000579,1.1082093,-1.6283699,-1.7753974,1.1629142
cell_561,-1.0282896,1.8359789,-1.0443809,-0.9947287,-1.419759,1.1081866,-0.1688051,1.0341631,1.864238,-1.7329208,-1.5563165,-1.1643008,-1.7974254,0.71932286,-1.2159736,1.5180562,0.37660897,0.8426637,1.3675627,1.3969196,1.208189,0.5730949,0.55524457,-1.1313679,-2.0106072,-2.274668,1.5679128,1.6917487,1.4226737,0.46136355,-0.30165753,-1.5018264,-0.42934224,-1.043507,0.9794271,-1.5677452,-0.7859524,1.8705047,2.1546888,-0.72143525,1.3955246,0.72461367,0.48548967,1.7731622,0.7408421,-1.8248179,-0.7676202,0.6585239,1.5885947,-1.8236393,-1.5617251,0.8278871,-1.0024657,1.2297792,1.1922176,2.3318303,-0.99525374,-1.6225101,1.3900632,1.0551139,-1.1566968,1.3155097,0.67513347,1.4163055
cell_562,1.3241873,1.4262857,-0.59704494,0.0346514,-1.1742489,-1.4906367,0.6843578,-0.30643842,0.11409116,0.22412923,0.18093409,-0.18105058,-1.0609746,0.95972025,0.36702272,1.5928808,-0.88194925,0.8616057,1.4149573,0.18543248,0.08899446,0.9402967,0.058627814,0.6025198,0.46458364,0.0126540065,-0.39233324,-0.65066874,0.9079481,-0.7750418,-1.3395374,-1.2127055,-1.1546937,-0.68642,0.7010538,1.4336784,0.5434722,1.0783877,1.3347661,0.028517127,-1.0834097,-0.7083654,0.07328054,0.50250924,-1.0658572,-0.6632819,1.0063425,-0.6456286,1.3006365,-0.12995496,1.4902799,0.60652214,0.068546,0.63353896,-1.5295289,1.419842,-1.1791757,-0.94858444,0.30857694,-0.7190506,0.8967923,-1.0120057,-0.6273804,1.3237065
cell_563,0.89832246,0.98598623,-0.7531241,0.28101012,-0.80330694,-0.7413153,1.5973037,-0.7551626,1.4234532,0.835397,1.4395742,1.7241099,-0.4646544,0.5156647,0.60751975,0.53926533,-1.105372,1.1718204,0.34484965,-0.38173103,-1.7295744,1.5116428,0.906317,0.022684574,0.7751065,1.4070652,-0.76070875,-0.18799129,0.45583636,-1.4208616,-1.1441432,-0.47261885,-0.8436905,-0.724754,0.50833946,1.0488019,0.45551336,0.779202,1.0847551,1.5683832,-0.59944755,-0.5279805,0.68368214,0.6225579,-0.8286377,-0.8235344,1.2945428,-1.1950407,1.8627331,1.080695,-0.27750665,0.53653216,1.3854151,1.1590558,-0.20637104,0.3463414,-0.74244505,-1.4995775,-0.87849635,-0.44359884,0.9836117,-1.4541413,-1.5266886,0.7709322
cell_564,1.7434388,1.6803939,-1.0002921,0.51322126,-0.930971,-0.79978913,1.378981,-0.49383876,1.7151008,0.54449326,1.6183747,1.0055131,-0.88730115,0.64194226,0.2936094,1.7969413,-1.5042582,0.50580996,1.3668362,0.8825106,-0.50440687,1.2940271,0.5291578,0.26098692,-0.050732613,0.7508069,-1.3515707,0.4654101,1.2541263,-0.70196766,-0.9209059,-0.67199355,-1.0478361,-0.55140686,0.8051587,0.7615136,1.703443,0.9525446,0.41524386,0.935243,-0.7303568,-1.3430426,1.0681177,0.71555,-0.9861872,-1.2578306,0.74141115,-1.2293818,1.2739698,-0.39690712,1.3436985,0.8232746,0.6445036,0.74572533,-1.3031262,1.5713084,-1.556527,-0.5791642,-0.7504521,-0.98385155,0.6125378,-1.538688,-0.77102244,1.0357568
cell_565,-1.4121966,-0.2819876,-0.72301185,0.47963077,1.066451,-0.5245627,-0.47378314,-0.8048725,1.5942005,0.5252796,0.87028664,-1.3227246,1.1642016,-1.2664819,-0.63202345,0.97227895,-1.1709749,0.72060066,1.7410508,-1.3703606,0.72437525,-0.76567394,0.18345597,0.7993681,-1.8978078,-1.0007172,-0.85685366,1.7421068,1.0781269,0.12632637,2.0043821,1.1047342,0.60981184,-0.7987951,0.021306425,0.44992256,0.34651,0.2612994,0.39281,-0.568132,-0.52224684,0.7954862,1.155503,1.9767438,-1.5458382,0.36983985,-1.3673909,2.1098208,-0.117715344,-0.67827594,0.34576786,-1.6188885,0.7832692,0.5307244,-1.1358316,-1.2198963,0.55332386,0.49555472,-0.6674652,-0.6024641,-0.99769163,1.1847932,1.3405888,-0.6444037
cell_566,-0.36036748,1.8164399,-0.41064346,-0.8647963,-0.8368635,1.51828,-0.4367075,1.6802577,1.1649792,-1.7680851,-0.73629165,-1.830148,-0.9411963,0.9721554,-1.2811878,1.4828371,1.1376107,-0.13147935,1.809315,1.7622712,1.5171907,-0.51605433,-0.26103908,-0.6916803,-0.7077612,-1.659839,0.92913175,1.5087028,0.67705625,0.080273926,-0.7929083,-1.6701183,-0.47763067,0.11772952,-0.3828532,-0.061951585,-1.3615569,1.5601672,0.6307447,-0.44790164,2.5228095,-0.1936771,0.54776,0.738944,-0.80482864,-1.2500944,-1.5615367,-0.322071,-0.23328993,-2.2931986,-0.6193008,0.4873016,-2.2914138,0.54706705,0.54806846,1.4908104,-0.2888826,-0.5043045,2.3711197,0.056424502,-1.2644491,0.20360623,0.62288105,0.20494702
cell_567,1.107764,1.9889274,1.5888455,1.3706782,0.06720719,-0.85399526,-1.1237886,1.7014893,-0.66072935,-2.2348847,-0.478665,-1.0804493,-1.6925098,-0.61432236,0.9418718,1.573988,-1.1477041,-0.7148617,1.4041609,0.8183538,0.39093098,-1.938624,-0.7580618,0.6841674,-0.689552,-0.81769586,0.39145017,0.100073375,-1.4959369,-0.8112428,0.56099874,-1.2736706,-0.9578936,-0.9849466,-1.9441849,1.3389004,-0.9679693,-0.68158853,0.39041767,-0.34965143,0.022262633,-1.4568911,-0.4009518,0.11926341,-1.3554677,-0.17004111,1.0220279,-0.72867894,-0.93594104,-1.5891267,0.45506734,-0.91811013,-1.9936277,-1.4072173,-1.028723,-0.02410382,1.462603,1.2509625,1.4892204,1.0195847,-0.29764557,-1.5617052,0.48697665,-0.010582566
cell_568,0.7107372,0.5650469,-0.7378791,0.9798601,-0.22537026,-0.5481709,1.2337749,-0.7107078,1.0697361,0.93920004,1.7088095,1.0374674,-0.53643477,0.9145807,1.0251387,1.4121422,-1.0041943,1.1268779,1.2159601,-0.9169245,-1.2754232,1.2705427,1.3851094,0.4755432,0.8660368,1.4990451,-0.91672385,0.2810053,1.1565853,-1.3729706,-0.19986951,-0.36104494,-0.7942196,-0.458164,0.6496484,1.1130526,0.96049684,1.2675194,0.8434227,1.6406016,-0.7349216,-1.4477675,0.8894613,1.958392,-0.8217878,-1.9387199,0.6337987,-1.2438418,1.6467252,0.38107672,0.63023746,0.1377762,0.5206062,0.8446704,-0.4155811,0.96648866,-0.8708785,-1.2383171,-0.85689366,-0.60840863,1.1246424,-1.280823,-1.2082875,1.1150546
cell_569,0.8676352,-2.2692573,-1.5823423,1.3493954,-1.5591173,1.7874982,-0.9846171,2.042201,-1.1126702,0.94249654,1.7885349,-0.8031925,-1.262007,-0.16630593,-1.4135468,0.20731635,-1.5338676,-2.1464052,1.3355165,2.2004585,2.3207545,-0.99754745,1.6627002,0.9584286,0.6139314,-0.92319375,1.583848,-0.71504533,0.6987553,-2.231238,-1.0214853,-1.7703092,2.498529,2.2707353,1.6671472,-2.316944,0.98423195,0.41690144,1.4243717,1.5605344,2.1580653,-0.41430563,2.32251,-0.92243457,1.3099455,0.7327939,-0.5609019,2.9071033,3.427735,1.6641544,-1.3249334,-1.7114687,0.6926105,-1.3635982,1.2428154,-0.4486305,1.7493382,-1.8169781,2.9317756,0.9199239,0.7597165,1.1578214,1.9964101,-2.3029845
cell_570,-1.6738966,-0.06802975,-0.7561168,0.41675535,0.3401364,-0.38422668,-1.1358905,-0.14503092,1.6730055,0.51983696,0.81914395,-1.8548107,1.1547661,-2.1410792,-0.9532618,1.1771567,-0.7389188,0.4898436,2.435408,-0.3710812,0.31498247,-0.32968014,0.29673004,-0.5262955,-2.3197563,-1.7132189,-0.39821225,1.7935269,1.660063,-0.24738169,1.9547206,1.1048958,0.6060441,-0.30149752,0.19420552,0.14542475,0.53386885,0.61346567,0.45049414,-0.5157864,0.55407935,0.4502647,1.2186179,1.5714768,-1.3776062,0.2419279,-2.1030767,2.0980535,1.213697,-0.5663465,0.24078798,-1.3702446,0.76771104,1.6340063,-0.08938289,0.52719903,0.021914892,0.44389302,0.042707205,0.11737687,-2.2365162,1.4100976,2.0205326,0.053551085
cell_571,-0.5259639,-1.3691921,-2.4085333,-1.5837696,0.8893784,1.6735562,0.58099675,2.2589355,-0.34560418,1.3305718,-0.60922253,-2.1426103,0.05929692,-1.2830739,-0.94085175,-1.341806,0.7705419,1.467957,0.44638947,1.9584188,2.3787143,-2.8360002,-0.89745516,1.8273145,1.6874838,0.8786221,-0.21628666,1.7329068,1.1042778,-3.3327987,0.71891826,-0.044443972,-1.3640414,-0.6810707,0.44688076,0.77045804,-1.625125,-2.4731271,-0.94606954,2.5665305,2.7713857,1.5381271,1.9247007,-0.104497865,-0.8718288,0.44495517,2.5151577,-1.3943607,-1.0724672,1.0240086,-1.6178825,-1.8966944,-2.190366,2.0393229,1.2970874,-1.1612651,-1.3975115,-1.663517,2.2424407,-0.19964778,1.0865772,-1.454701,1.671665,-1.6751108
cell_572,1.9438741,0.8244004,-1.3481684,0.8485892,-1.3235683,-0.8457489,1.2489185,-0.4604091,2.4217622,0.6660387,1.8954475,1.0159683,-0.9694784,0.64771694,0.6085268,1.2600977,-1.1497493,1.1932105,1.1713133,-0.17872098,-1.1697087,0.8249129,0.9670967,1.432127,0.943167,0.9279148,-1.2630877,-0.25548285,1.4096296,-1.3935915,-0.741655,-0.07254106,-0.7570807,-0.27322876,0.23994805,0.9733654,1.1345617,1.1094643,0.79290843,1.0427582,-0.99356616,-1.1740384,1.0560342,1.1108963,-1.5141845,-1.7799069,1.198797,-0.76330173,1.0509746,0.19349971,0.43478048,0.6833711,0.3352731,0.72949076,-1.3628445,0.42894,-1.4149847,-0.90322304,-0.42668003,-0.9413018,1.0936916,-1.3434935,-0.91742027,0.83968484
cell_573,0.21201666,0.940729,-0.26271194,0.13070169,0.8290997,-0.7035462,0.08884707,-0.48560935,0.96104854,1.255157,0.21956007,0.7741626,0.21512324,-0.21422774,-0.39930278,0.45006266,-1.3560095,0.7155398,1.6639619,-1.0299954,-0.25138864,1.2135051,-0.18820252,1.81716,-0.8271748,-1.0148518,-1.751506,1.5355577,2.0947514,-0.2822429,0.25457758,0.7569265,-0.83147955,-0.28076023,0.03698109,1.181933,0.93071085,1.0999765,-0.11762741,0.18487106,-0.725163,-0.47203234,1.0351498,0.87688804,-0.97601366,0.14672603,-0.2889132,0.5549053,0.9193815,-0.6385786,0.92892045,-1.5434008,1.3093896,0.5122119,-1.3751302,-0.03827256,0.36820728,-0.63445956,-1.2219393,-0.5270273,0.39345896,1.1814702,0.32889146,0.6094514
cell_574,-0.364829,1.0034038,-0.85318655,-1.914456,-1.7266684,2.7170534,-0.780743,1.8042039,-0.8504614,0.61469454,0.08418523,1.7334142,-0.4186234,-1.3348687,-2.2992752,-1.8442012,1.9089332,-2.1341732,-1.8323997,-2.009116,-1.9538343,0.4432975,-1.2840166,1.0348821,1.137428,1.4119011,-1.7862394,-0.13293286,0.714074,0.7037762,-1.3735403,1.2764083,-1.3796889,1.9690251,-2.1754909,-1.2304214,1.1750556,0.37639755,-1.4005878,-0.584041,2.1403031,-1.2144109,-1.5794959,-1.2714295,1.1319305,-2.1799827,-2.1272569,-1.1994244,-1.8474332,-1.923072,1.1493547,-1.4781792,0.15752313,1.4551654,-0.507105,-0.3513247,1.2734624,1.3788078,-0.10404949,1.8470657,-0.29833323,1.3268135,0.8641852,0.097856194
cell_575,2.7557793,1.3766202,-3.3270855,-0.8043219,2.6556864,1.349511,1.1983052,0.16438782,1.2248961,1.3198355,-0.61656135,-2.525282,-2.2634823,1.217547,1.1036274,-0.7215482,-0.555499,-1.5894911,-2.0273747,0.7395401,2.077075,-0.67804766,-0.041745715,-0.46657023,0.329834,2.3231158,1.8618985,-0.883048,0.7745202,-2.3626623,3.388063,0.60444605,2.011217,-1.9871771,1.4123436,-3.3617647,1.6495327,-1.0405988,1.6111838,-1.717026,3.810971,-2.9630861,-1.7534556,-0.96679103,-2.1823847,-2.8036206,-0.5174236,1.5524263,0.021334946,2.3917034,-2.3072228,-1.3891497,-0.43532073,-3.29796,0.80875397,-0.4204239,2.0489607,1.3320012,-0.5653766,0.29043296,-3.7107315,-0.2871104,-2.4278984,-1.8265905
cell_576,0.7877136,1.2300531,-0.5850227,0.9502622,-0.91153765,-0.6486254,1.008472,-0.32629147,2.2316816,0.60460925,1.679286,0.5894366,-1.1211938,0.45526648,0.70281535,0.9706713,-0.8597604,1.4663768,1.2919548,-0.8093455,-0.77882946,1.0534009,1.470232,1.1410723,0.4232079,1.59954,-0.9388274,-0.13765733,1.3612552,-1.1565427,-1.1005276,-0.45953017,-0.85574365,-0.5967841,0.7763965,0.6113071,1.1633749,1.3318548,1.3311063,1.4155229,-1.1865522,-1.2224175,1.2859541,1.5296926,-0.83412707,-1.7076946,0.74464154,-1.1269171,1.155268,0.065693155,0.46016842,0.83089876,0.2839841,0.91431904,-1.1169356,1.0663362,-0.92551416,-1.4062983,-0.9227134,-0.6058755,1.0947536,-1.3860539,-1.6516266,1.7213466
cell_577,0.77420783,1.2959356,-0.9483427,0.7472971,-1.3528804,-0.978915,0.10458605,-0.64588803,1.1979265,0.8207905,0.73838437,1.2855374,-0.9927241,0.58590937,0.87529194,1.1969413,-1.283236,1.046027,1.1322703,0.17525053,-0.9308744,0.75248504,1.5887403,1.0690762,0.722723,0.8241846,-0.6224118,0.14520887,0.54965746,-1.7850976,-0.012492269,-0.88283217,-1.3272846,-1.1060398,1.0137725,1.5477023,0.83218473,0.6006693,1.3244346,1.4191687,-1.0023586,-1.7439345,0.36164284,1.3335155,-1.2970476,-1.4694809,1.3163149,-1.3476435,1.2920911,0.017282352,0.912976,0.24533951,0.7782639,1.3931527,-1.0780602,0.9265292,-1.339845,-0.30667102,-0.42018747,-0.8267693,0.62421286,-1.2803955,-0.8914884,0.996595
cell_578,1.6165599,-1.3223637,0.9993405,0.54164743,-0.9716944,-1.117245,-0.42952424,1.4725273,2.0264366,-0.9227149,-0.63341606,0.39116645,-1.2847277,-0.6965257,-1.064527,-1.1268797,-0.88558364,1.433415,-1.2758299,-1.2447585,0.9001181,0.38577083,0.7729192,-0.24939439,-1.1310728,-2.754062,-0.53747344,2.307324,-0.78528863,-0.5338806,-0.41519055,0.58587736,1.6001741,0.1562643,-1.3471632,-2.421197,0.25261635,-1.8495803,-2.820513,0.97897786,-0.51829743,-0.99351716,-0.25260583,1.2933115,0.12582353,-0.5969574,0.5221719,0.94935906,-0.9253448,1.1542814,-1.5430213,0.71777344,-1.8415983,0.75566494,-0.6449602,1.6110878,1.0218732,1.8093982,0.04307609,2.4326696,-0.31775934,-0.24142316,-1.3730743,-0.60131264
cell_579,-1.1513994,0.25023305,-0.886215,-0.6870365,-0.77609646,0.7253032,-0.9804538,1.1570033,1.6744852,-1.9234807,-1.4634609,-0.63627994,-1.1510994,0.0074322037,-1.5329492,0.6689577,0.70388865,1.0760729,1.2029396,0.06351176,1.8099713,0.19533011,0.17446369,-1.5992475,-1.7359098,-2.5211954,0.86103225,2.4870005,1.4228042,0.44724843,-0.4884982,-0.63448787,-0.31874537,-0.55958784,-0.19090931,-1.3851993,-0.27717432,1.0845567,0.2164574,-0.24681526,1.0315255,0.17562708,0.47404718,2.4339888,0.17734525,-0.865754,-0.42215422,0.69209266,1.3109432,-1.1173552,-1.5883882,0.7794467,-1.1312524,1.409973,0.82536715,1.797752,-0.18136923,-0.7393013,0.29747835,0.9054693,-1.4893086,1.0903459,0.40068334,1.4687538
cell_580,2.2851162,1.5104251,1.245319,0.99959755,-0.7210115,-0.37538707,-0.5159534,2.3195357,-0.3019358,-1.732722,-0.32429832,-1.3185205,-1.5066302,-0.91034377,1.3891665,1.0679667,0.015472233,-0.324401,1.1467507,2.0528789,0.059118025,-1.2465658,-0.70650643,0.2432944,-0.9518679,-1.2842934,-0.17881157,0.8548788,-1.5497776,-2.0330327,1.2184734,-0.68563575,-1.0430753,-0.30045623,-1.7101755,0.21686059,-1.8794347,-0.6357508,1.4484464,0.33945227,0.03892508,-1.1859435,-0.6804302,-0.61974454,-1.6627767,-0.41972265,-0.172767,-0.8058045,-0.7727095,-0.6324736,-0.18379462,-0.7545275,-1.6189201,-0.71713614,-1.0300779,-1.4016739,0.18620972,0.16147704,1.9103853,1.5853423,0.5729097,-1.1253538,-0.15825962,-0.55929935
cell_581,0.006010368,0.5453807,-0.6316704,-1.6491152,-1.6551946,2.1809926,-0.68790156,1.9182305,-2.5523186,0.37470156,-0.008379966,2.1131938,-1.3568871,-1.2394767,-1.781202,-1.6063081,1.8003078,-1.7272938,-1.7360821,-1.5187697,-1.9737477,0.8118473,-1.121074,1.2286088,0.73682904,2.0106993,-1.5457377,-0.29487115,0.8960143,0.86496425,-1.5905505,1.0624636,-1.8086133,1.9035351,-1.9457734,-2.1097782,1.3122671,0.86987525,-1.6942675,-0.12691993,2.7229097,-1.8091257,-2.190733,-1.9450815,0.7515973,-2.6044352,-1.942097,-1.5384995,-2.3701763,-2.2582674,1.0449365,-1.3500661,0.07346882,0.970159,-0.16834366,0.23821817,1.2655655,1.9880828,-0.13124193,2.2014256,-0.10123761,1.1149575,0.4451041,0.59700006
cell_582,1.2458693,1.7279674,0.34876084,0.93774575,-0.13839209,-1.070763,-0.39715287,0.6864662,-0.590763,-1.8729322,-1.2282917,-1.5777838,-1.0601507,-0.69927526,1.4262972,0.70088345,-1.6035162,-0.77546453,1.1762395,0.6244924,0.7182112,-1.1902393,-1.570167,0.9615723,-1.4804815,-0.19852287,1.2399921,-0.30606645,-0.4442212,-1.5754516,1.1057756,-0.92147434,-1.30456,-0.5771752,-1.431872,1.0254406,-0.52274406,-1.0387049,1.2207372,-0.7232565,-1.0137275,-1.1677039,-0.7506747,-0.0882106,-1.1084459,0.3323911,1.3174205,-1.3337164,-0.8687285,-1.1927048,0.9739647,-1.377943,-1.3990135,-0.774282,-0.68231523,-0.81198454,0.7538788,0.33787695,1.0650651,1.3152751,0.3330126,-1.1654555,0.46589538,0.54602027
cell_583,-0.42459458,-1.1689242,-1.5045465,0.8609676,1.0905002,-0.6230938,-1.2091516,-0.29097182,1.6278481,0.4718834,1.1639143,-1.3702066,1.0358886,-0.8559283,-1.086806,1.1172388,-1.1443639,0.87558687,1.5743376,-1.4658135,1.3097212,-0.9177201,1.1674441,-0.31892708,-1.7588534,-2.2839296,-1.2357941,1.9999828,0.9942479,0.7760018,1.4421325,1.3855236,0.9027568,-1.07804,-1.2109003,0.30434698,1.1909785,0.5213615,-0.84215856,-0.47229773,-0.4585391,1.1665416,1.2146109,2.1294582,-1.1230547,0.36502215,-1.0257641,1.4050491,-0.31149966,0.71115226,0.079841465,-1.4491955,-0.10213758,0.8348012,-1.2093108,-0.70940804,1.211721,1.4808154,-0.63541764,-1.4254045,-1.8809366,0.58679736,0.75714076,-0.17988789
cell_584,1.7682462,1.5644007,-1.0946581,1.0802422,-0.9591733,-0.5428121,0.6196945,-0.5971337,1.6956315,0.92013085,1.64049,1.001464,-0.46790725,0.6065769,0.5354152,1.5319729,-1.338726,1.3334374,1.1906793,-0.4208154,-0.9806756,0.92500794,1.2864201,0.60019785,0.13719496,1.2510567,-1.0080452,0.02968643,0.8661206,-1.089271,-0.8392202,-0.7973696,-0.61286384,-0.83770096,0.3382465,1.0403718,1.131987,0.6981979,1.2258068,1.4157425,-1.075602,-1.0864216,0.8260802,2.206561,-1.0747042,-1.5014112,0.91551465,-1.3137441,1.496672,0.25809067,0.5314155,0.6425586,0.5635342,0.7618489,-1.2083968,1.3519703,-1.2307198,-0.6741477,-0.7514529,-0.69298995,0.80290246,-1.2207252,-1.1055261,0.84348947
cell_585,1.2853093,1.2511499,0.96257603,1.0962048,-1.3192672,-1.2067933,-0.79576766,1.1779156,-0.74623185,-1.5485326,-0.8313557,-0.7267482,-1.5620277,-1.0590441,1.223925,1.1972871,-1.4338464,-0.86582303,1.665929,0.80835354,0.85010844,-1.4764149,-1.1122248,0.6932506,-1.1452194,-1.1602523,1.3451698,-0.13755058,-0.86823475,-1.588436,1.2563188,-1.0826464,-1.1749544,-0.6922928,-1.2404941,0.4320633,-0.87878627,-0.7728288,1.1631373,-0.9069581,-0.90265316,-1.4752296,-1.1684495,-0.18070842,-0.9580464,0.1218787,1.1556631,-0.5066667,-0.6211085,-1.0470749,0.95602524,-1.3291292,-1.7395269,-0.50726944,-0.83633834,-0.49080262,0.4906332,0.8212353,1.5774827,1.3389274,0.15997736,-1.2474165,0.9899441,0.1873486
cell_586,-0.5913248,-1.1309414,-1.6705697,1.037284,1.470925,-1.2721064,-1.0147119,-1.113692,0.9376166,0.9163624,1.2699122,-0.9833435,1.0639647,-1.2969674,-0.71491253,0.7745234,-0.6942293,0.29382002,1.4451717,-1.3242315,0.67212844,-1.345266,0.89432275,0.44217756,-0.80559266,-0.76923585,-0.9525144,1.3290871,1.3336844,0.4266355,1.266577,1.4767039,0.42892522,-1.5875716,-0.31996542,1.1487025,1.5691673,0.7891336,-1.0904471,-0.6053798,-1.1820447,0.6388529,0.82509303,1.6163666,-1.885185,1.2871274,-1.0866603,1.1276522,-0.83906,0.41626456,1.158426,-1.5549875,0.44106638,1.0019993,-1.5033255,-0.07928461,-0.05083388,1.4342651,-0.7603377,-1.2187954,-1.4181426,0.14480457,0.7275412,-0.024595581
